Geopoint;Geoshape;Alcaldía;Sector 18;Área km2;x;y;mean;standard_Deviation;distances
19.2985146203, -99.2155264069;"{""type"": ""Polygon"", ""coordinates"": [[[-99.22493943675272, 19.296667503147734], [-99.22507126592083, 19.29799390991849], [-99.22313663241087, 19.297649684618285], [-99.22192598367972, 19.297402349286408], [-99.22172581686169, 19.297047135476866], [-99.22169222770755, 19.29691278405187], [-99.21883372596453, 19.294796052264648], [-99.2188134927344, 19.295040910832263], [-99.2188055912936, 19.295397823476506], [-99.2188242612409, 19.29691280928834], [-99.21796355156826, 19.296628243959773], [-99.21747256611296, 19.29940235232435], [-99.21717351043526, 19.301642276873473], [-99.21707414602065, 19.302657521357258], [-99.21681978217379, 19.3036433962402], [-99.21655799584218, 19.30484998264438], [-99.21648127025149, 19.305423702995512], [-99.21604994548528, 19.307566986424664], [-99.2152090134262, 19.307159923259515], [-99.21381102614872, 19.3066549975519], [-99.21297304651394, 19.306462026053943], [-99.21203202657458, 19.306302971805728], [-99.20960904152174, 19.30582604385353], [-99.20803893723598, 19.305506907738994], [-99.20547389903183, 19.305058013336946], [-99.20340187081572, 19.304637545400876], [-99.20370109795718, 19.30437990528593], [-99.20424295424536, 19.304203152883485], [-99.20455654945626, 19.304019966841945], [-99.20499204820332, 19.303738944685545], [-99.20524780105482, 19.303504487651583], [-99.20558100834944, 19.3030980439056], [-99.20593141618194, 19.302670793180212], [-99.20669410136249, 19.302351619532452], [-99.2073426776111, 19.301971657513157], [-99.20783409779531, 19.301436060335373], [-99.20808330810843, 19.301076884993908], [-99.20826815796156, 19.300629754463095], [-99.20844576593245, 19.300026729752908], [-99.20858776477019, 19.29956609106583], [-99.20877991403363, 19.299173088123062], [-99.20905035338173, 19.298746103546215], [-99.20939236651658, 19.29846807002112], [-99.20985098895817, 19.298200927999265], [-99.2102760183719, 19.2980139889199], [-99.21177197964867, 19.297499996729314], [-99.21207647986327, 19.297292225506418], [-99.2125000119019, 19.296981374599746], [-99.21401849694767, 19.29491635873057], [-99.21487672940147, 19.293752274538104], [-99.21549196681326, 19.292956041109335], [-99.21613956402472, 19.2917288442256], [-99.21628595822723, 19.291447956339514], [-99.21669121971898, 19.290289098972586], [-99.21884342300154, 19.290132438120075], [-99.22005998685435, 19.290077653281607], [-99.22430466804255, 19.289740078965952], [-99.22442251274344, 19.291149381233094], [-99.22455553486003, 19.292519711558374], [-99.22468868446366, 19.2939120032812], [-99.22481401190544, 19.2952897534316], [-99.22493943675272, 19.296667503147734]]]}";TLALPAN;PADIERNA;1.814861786318084;-99.214482;19.299321;0.8372348225806452;0.09103935598492013;[1.010249, 1.004848, 0.805568, 0.683792, 0.671523, 0.671869, 0.53877, 0.516933, 0.487671, 0.389336, 0.33048, 0.226927, 0.387086, 0.486597, 0.58378, 0.709629, 0.771362, 1.003568, 0.957579, 0.918963, 0.919764, 0.937102, 1.020695, 1.103799, 1.280974, 1.443339, 1.40222, 1.342714, 1.304097, 1.24911, 1.213315, 1.161903, 1.108437, 1.020845, 0.941412, 0.870756, 0.832115, 0.79798, 0.762784, 0.738499, 0.712811, 0.681133, 0.644726, 0.597513, 0.554607, 0.410275, 0.387024, 0.360532, 0.428685, 0.531575, 0.615321, 0.753915, 0.786312, 0.918723, 0.991207, 1.048471, 1.339665, 1.24056, 1.15801, 1.089467, 1.039388, 1.010249]
19.2844687372, -99.2287110489;"{""type"": ""Polygon"", ""coordinates"": [[[-99.2249734917004, 19.28968683705895], [-99.22460324659995, 19.285490944223017], [-99.22449361108399, 19.284097266511], [-99.22434897976386, 19.28265238703109], [-99.22419798570702, 19.280865885279162], [-99.2241193097797, 19.279838561989948], [-99.2253878997242, 19.27974788869025], [-99.22866563745407, 19.279529891080347], [-99.2286803608325, 19.279578315382896], [-99.23252389099314, 19.27930404746952], [-99.23262082525052, 19.280688789244728], [-99.2329233136788, 19.284417045774997], [-99.23309235907153, 19.28631350588853], [-99.23327477960441, 19.289049199460713], [-99.23260299555741, 19.289091449362544], [-99.23076031699655, 19.289237668618767], [-99.22937550490381, 19.28936928628312], [-99.22870384230171, 19.289432218301396], [-99.22743176309008, 19.28952978826394], [-99.2268016596612, 19.289570067012], [-99.2249734917004, 19.28968683705895]]]}";TLALPAN;PADIERNA;0.9627688873559992;-99.229723;19.284429;0.5836250000000001;0.00727659891133333;[0.698556, 0.446358, 0.445206, 0.500654, 0.619754, 0.704024, 0.628571, 0.546729, 0.541357, 0.698194, 0.586492, 0.442796, 0.50377, 0.697993, 0.655134, 0.570153, 0.546946, 0.549436, 0.576147, 0.599299, 0.698556]
19.27303892, -99.2174212552;"{""type"": ""Polygon"", ""coordinates"": [[[-99.22866563745407, 19.279529891080347], [-99.2253878997242, 19.27974788869025], [-99.2241193097797, 19.279838561989948], [-99.22288373637858, 19.27992475769008], [-99.2227663961601, 19.279928244775117], [-99.22267477995435, 19.279952487436077], [-99.22261611603025, 19.27999404253214], [-99.22255370129524, 19.280077085793852], [-99.2225060821838, 19.280192918321678], [-99.22229709921133, 19.280130721313597], [-99.22230077532043, 19.280033831358], [-99.22118247050467, 19.28006492288982], [-99.22112010613306, 19.28004421137016], [-99.21988832052983, 19.28011863308292], [-99.21678594855241, 19.280330029360222], [-99.2155325384103, 19.280464639329654], [-99.21472557471054, 19.28052840231692], [-99.21433099520604, 19.28016102596279], [-99.2133680541418, 19.279420960534285], [-99.21205897722432, 19.278745008612404], [-99.21111368495309, 19.279955274544836], [-99.21047757798377, 19.279442749950704], [-99.20912799333558, 19.278259981932383], [-99.20812168794357, 19.277367921662435], [-99.2075658990463, 19.27691232387966], [-99.20850828949517, 19.275883649250684], [-99.20818902206794, 19.275373013975695], [-99.20809903475175, 19.275254991939075], [-99.20791647628235, 19.275007291855196], [-99.20662391881584, 19.27531694795613], [-99.20554148973264, 19.2755524292374], [-99.20514660407383, 19.274836624272925], [-99.20519664923546, 19.274826264957674], [-99.20483354897576, 19.274107531436986], [-99.20538252878087, 19.27384743901863], [-99.20531400603731, 19.273692517063253], [-99.20507582767281, 19.273252822427686], [-99.2056278195875, 19.272968685240986], [-99.20536518654548, 19.271920048753266], [-99.20588403269574, 19.271617330074637], [-99.20586572925377, 19.271515765355772], [-99.20558671398572, 19.269997360406126], [-99.20533271573598, 19.26869511187313], [-99.20524594324614, 19.268250005095886], [-99.20512003307229, 19.267783974365944], [-99.20463440375298, 19.2667783351927], [-99.20444402729083, 19.266506960881724], [-99.20428256558624, 19.265992797479385], [-99.20427647247236, 19.265375971186117], [-99.20445928819068, 19.264923151416884], [-99.20478368305815, 19.264684098817643], [-99.20518160711043, 19.26457420438206], [-99.20563205536953, 19.26461346489607], [-99.20596195182195, 19.264743057850026], [-99.20652829796175, 19.265154635253733], [-99.20770272273872, 19.266163013107196], [-99.20867234453937, 19.26669911854778], [-99.20958915226541, 19.26693187889631], [-99.21053801834982, 19.266929975289557], [-99.21138994663458, 19.267102428479102], [-99.21229001012777, 19.26740794921296], [-99.21327064320694, 19.267905606395544], [-99.21362237759432, 19.268207601905125], [-99.21375990531156, 19.268293662155788], [-99.21396997742643, 19.268402503146554], [-99.21449437427303, 19.268656665358122], [-99.21504339647406, 19.268673734545988], [-99.21544255616524, 19.268560743483956], [-99.21713847243097, 19.26791289306512], [-99.2186476395994, 19.2674608292586], [-99.21960194243724, 19.267323485256412], [-99.22130495293146, 19.26730371760331], [-99.22225326643851, 19.267314406818894], [-99.22275830178064, 19.2671775015883], [-99.22323886843127, 19.266962176416563], [-99.22378068754054, 19.266583732436466], [-99.22413119526355, 19.26618130007169], [-99.22436445441751, 19.265913493978115], [-99.22467785006577, 19.2657234952951], [-99.22511428929634, 19.265533435006212], [-99.22567553293861, 19.265378648007328], [-99.22626165335511, 19.26525347261823], [-99.22737200433264, 19.265186932428165], [-99.2283683936485, 19.2661822928892], [-99.22834504473431, 19.266501267272602], [-99.2283826069704, 19.267856082176507], [-99.22839063377684, 19.269391509663784], [-99.22839871560905, 19.270966432142327], [-99.22841839771225, 19.272259178809104], [-99.2284386069072, 19.274000652799366], [-99.22845780080196, 19.274940472493512], [-99.22834488630103, 19.27497595150548], [-99.228454171374, 19.27657894454979], [-99.22866563745407, 19.279529891080347]]]}";TLALPAN;PADIERNA;3.3470142160358565;-99.211647;19.272549;1.0948591914893617;0.0739408568057293;[1.383235, 1.119294, 1.030664, 0.954306, 0.947246, 0.943741, 0.943894, 0.947656, 0.955416, 0.93753, 0.928781, 0.87247, 0.867469, 0.825485, 0.80985, 0.845629, 0.876139, 0.852684, 0.824995, 0.846574, 1.012802, 1.017475, 1.045944, 1.088685, 1.121197, 0.988418, 1.004282, 1.010174, 1.02261, 1.162673, 1.279401, 1.305548, 1.300174, 1.328481, 1.268658, 1.274755, 1.297955, 1.23974, 1.273365, 1.222954, 1.226358, 1.288803, 1.358683, 1.385316, 1.417927, 1.512303, 1.543957, 1.586175, 1.621389, 1.63209, 1.618702, 1.591683, 1.551038, 1.514732, 1.439763, 1.273985, 1.156868, 1.065297, 0.990377, 0.913134, 0.824308, 0.716422, 0.667449, 0.651193, 0.628513, 0.57444, 0.54403, 0.537584, 0.568205, 0.630783, 0.672921, 0.754799, 0.81213, 0.857755, 0.909109, 0.97852, 1.03623, 1.07464, 1.112497, 1.159425, 1.213234, 1.267419, 1.360025, 1.378537, 1.357338, 1.287193, 1.221746, 1.176532, 1.15923, 1.163013, 1.179086, 1.168123, 1.224171, 1.383235]
19.2985089796, -99.0573923358;"{""type"": ""Polygon"", ""coordinates"": [[[-99.04814808651098, 19.299551013078975], [-99.04854000639584, 19.29909196693611], [-99.05272749140194, 19.293909852897084], [-99.05491303853708, 19.29120498985853], [-99.05504502200307, 19.29397017460536], [-99.05517998201074, 19.29679916478322], [-99.05581947535927, 19.296164783859805], [-99.0593230248078, 19.291846925786746], [-99.06133211608812, 19.29334193790824], [-99.06158563493024, 19.294007039144677], [-99.06195335453135, 19.295134297402843], [-99.06233433825611, 19.29684096730558], [-99.06248742253499, 19.29693038976977], [-99.06307647431306, 19.297869220561633], [-99.06420178143692, 19.30001531894622], [-99.06437577598813, 19.300991707379055], [-99.06405108072688, 19.30190274676093], [-99.06297914889451, 19.304951677192715], [-99.05949542814508, 19.30379961625612], [-99.05375176220673, 19.301645056674115], [-99.0502470215543, 19.30010401615921], [-99.04888816640118, 19.299681413428054], [-99.04814808651098, 19.299551013078975]]]}";TLAHUAC;ZAPOTITLA;1.3631458760068793;-99.056261;19.298079;0.7011796086956521;0.03401733386597732;[0.978417, 0.932639, 0.706807, 0.849476, 0.559731, 0.299818, 0.307676, 0.76487, 0.706129, 0.665277, 0.607746, 0.551263, 0.5633, 0.601603, 0.734857, 0.783739, 0.794302, 0.923798, 0.625975, 0.516643, 0.771466, 0.903182, 0.978417]
19.2918387765, -99.0467865275;"{""type"": ""Polygon"", ""coordinates"": [[[-99.04082494889357, 19.291819190121345], [-99.04000533425169, 19.286170161811622], [-99.03976373131187, 19.28438469264925], [-99.04625784692377, 19.28593632190347], [-99.0497664075211, 19.286752242429213], [-99.05038211737639, 19.28683214917088], [-99.0515628031598, 19.286968020398263], [-99.05305061998412, 19.28739806804175], [-99.05333407801486, 19.28748004934168], [-99.05372207200254, 19.287664127393068], [-99.05471746127336, 19.288376648532505], [-99.05621058178072, 19.289505386158396], [-99.05491303853708, 19.29120498985853], [-99.05272749140194, 19.293909852897084], [-99.04854000639584, 19.29909196693611], [-99.04814808651098, 19.299551013078975], [-99.04583899741739, 19.2993159905065], [-99.04315956427843, 19.299088979949044], [-99.04218123916958, 19.298910530151993], [-99.04153813874271, 19.298703168379486], [-99.04134400328802, 19.29846407071707], [-99.04163530483443, 19.297517288820135], [-99.04082494889357, 19.291819190121345]]]}";TLAHUAC;ZAPOTITLA;1.84726907117598;-99.048518;19.292743;0.8276865217391304;0.01659801555990169;[0.626608, 0.949619, 1.107127, 0.655734, 0.644309, 0.670805, 0.736707, 0.821669, 0.840489, 0.863115, 0.917482, 1.023665, 0.857032, 0.665189, 0.823777, 0.865622, 0.833665, 0.888501, 0.920374, 0.938979, 0.930101, 0.829613, 0.626608]
19.4334054867, -99.1382226233;"{""type"": ""Polygon"", ""coordinates"": [[[-99.13543698158072, 19.436388953238097], [-99.13569056807138, 19.434669340861753], [-99.13602597495222, 19.432718210897843], [-99.13642858171151, 19.429800988849284], [-99.13846601957775, 19.43010708983703], [-99.14102065134216, 19.430449279209583], [-99.14056707321654, 19.433374955342835], [-99.14053587235563, 19.433537206279613], [-99.14022029967991, 19.43545064158077], [-99.14010820835566, 19.436152867153265], [-99.13997100705106, 19.437013000595954], [-99.13875368456692, 19.436821341986548], [-99.13749999127347, 19.436649043432038], [-99.13543698158072, 19.436388953238097]]]}";CUAUHTEMOC;CENTRO;0.35556447969029603;-99.138296;19.432974;0.3587656428571428;0.005677537639943878;[0.441191, 0.300466, 0.242906, 0.441253, 0.366017, 0.439809, 0.246229, 0.243366, 0.30865, 0.36291, 0.439529, 0.382217, 0.366985, 0.441191]
19.4109782926, -99.1737558221;"{""type"": ""Polygon"", ""coordinates"": [[[-99.16971725044317, 19.415096410711655], [-99.17001123863689, 19.414778098715427], [-99.17046846174131, 19.414257911390443], [-99.17091735901276, 19.413520644867578], [-99.1713658237209, 19.41246525007767], [-99.17208049220622, 19.41077117795275], [-99.17260117994908, 19.409574723099876], [-99.17155944235309, 19.405362234670694], [-99.17238547446374, 19.40580258414686], [-99.17414901365419, 19.406707928234866], [-99.17474537743553, 19.407014005533387], [-99.17631141778448, 19.407842697561648], [-99.17778490300668, 19.408590488557312], [-99.17686535909252, 19.410220072574788], [-99.17343545987661, 19.416333686034104], [-99.17151388461504, 19.41496204966339], [-99.17143494042853, 19.414887472684253], [-99.17132681887803, 19.41505576650306], [-99.17078565152994, 19.415364552435666], [-99.17001776793123, 19.41556148147491], [-99.16985998829601, 19.415332794220124], [-99.16971725044317, 19.415096410711655]]]}";CUAUHTEMOC;ROMA;0.459242785608617;-99.17375;19.410847;0.49186149999999995;0.018135392711886363;[0.622681, 0.575852, 0.501012, 0.409977, 0.300177, 0.177449, 0.197097, 0.663103, 0.590738, 0.474517, 0.450975, 0.43878, 0.498947, 0.337211, 0.59378, 0.499918, 0.496668, 0.518473, 0.577123, 0.641513, 0.632281, 0.622681]
19.4213093972, -99.1568943655;"{""type"": ""Polygon"", ""coordinates"": [[[-99.1533770375766, 19.425075020484545], [-99.15369253002021, 19.421842145849343], [-99.15382499099721, 19.42048800374995], [-99.15396457664389, 19.418609939053102], [-99.15708641839299, 19.418005083026866], [-99.15949847060662, 19.41753780984108], [-99.16006548260131, 19.419859460757106], [-99.15962322123282, 19.419949142579732], [-99.15990662159227, 19.421047426951635], [-99.16032069109657, 19.4209577693215], [-99.16086881270635, 19.423127690273724], [-99.16094944136628, 19.423269239699135], [-99.15971194963458, 19.423606986901248], [-99.15853259069813, 19.42388050722481], [-99.15699905608676, 19.42423602734785], [-99.15626357049753, 19.424406661045094], [-99.1533770375766, 19.425075020484545]]]}";CUAUHTEMOC;ROMA;0.466365012016683;-99.157161;19.421306;0.39971835294117647;0.006280329547757785;[0.55697, 0.341402, 0.334937, 0.428923, 0.366334, 0.499109, 0.369704, 0.323745, 0.317686, 0.361946, 0.463406, 0.477953, 0.390194, 0.332577, 0.324156, 0.3492, 0.55697]
19.4041026845, -99.1590215566;"{""type"": ""Polygon"", ""coordinates"": [[[-99.15491303380803, 19.40578198665052], [-99.15506697370631, 19.403297022465175], [-99.15665205331553, 19.403161724033875], [-99.15737596988853, 19.4030441504338], [-99.1599679555902, 19.40224096411544], [-99.16197096430015, 19.40164929767809], [-99.16283179032105, 19.40541970055213], [-99.1608800856452, 19.405537754318807], [-99.15941141671837, 19.40561885165987], [-99.1564217341648, 19.405727281351016], [-99.15491303380803, 19.40578198665052]]]}";CUAUHTEMOC;ROMA;0.264449779794894;-99.160474;19.404226;0.3328489090909091;0.011215922636991733;[0.469873, 0.424838, 0.2698, 0.20882, 0.228808, 0.411982, 0.425935, 0.25168, 0.172758, 0.326971, 0.469873]
19.371867754, -99.2845271223;"{""type"": ""Polygon"", ""coordinates"": [[[-99.2938823928764, 19.369313990535346], [-99.29361689570011, 19.369462727602958], [-99.29335515266361, 19.36984725171724], [-99.29321003166933, 19.370431411056856], [-99.29301219398141, 19.370930068164295], [-99.29284890729518, 19.37131443299408], [-99.29275089505408, 19.371565386694844], [-99.29255435514152, 19.371832314711725], [-99.29230845686602, 19.372081246411188], [-99.2918658590888, 19.372348568727453], [-99.29168557862087, 19.372549946452438], [-99.29121008453738, 19.37290091857743], [-99.29081740873058, 19.373667491047485], [-99.29042450026232, 19.374251049735935], [-99.29024430395913, 19.374502133211582], [-99.29006421905785, 19.374816480179717], [-99.28984111283137, 19.374765772710102], [-99.28924324725045, 19.374686740406297], [-99.28866836817339, 19.374520455922966], [-99.28829062075157, 19.374471347438163], [-99.28814302296114, 19.374471581207466], [-99.28802847614637, 19.374638959890767], [-99.28783183757265, 19.374856175684823], [-99.28768412823652, 19.374955823897434], [-99.28755308304696, 19.37505544565882], [-99.28740633252929, 19.375539194120645], [-99.2872264508814, 19.375973287435013], [-99.28683232999215, 19.37587449449313], [-99.28594549158508, 19.375708692923624], [-99.28546936598057, 19.375709440498415], [-99.2855041486752, 19.376708051131594], [-99.28458569282098, 19.377310496582368], [-99.28466925330487, 19.37815990902441], [-99.28457148347488, 19.37855997986353], [-99.28429321254798, 19.379043931424718], [-99.28401499463624, 19.379394576515615], [-99.28373584693861, 19.379428903415608], [-99.2834731421773, 19.37944512888521], [-99.28317805397938, 19.379678308996155], [-99.2828664726906, 19.379845991008096], [-99.28273536607846, 19.379913977495093], [-99.2825875621003, 19.380128852321022], [-99.28258787770663, 19.380311865092377], [-99.28234243400067, 19.38073023941616], [-99.28203070596479, 19.3808143215889], [-99.28129197448263, 19.38089906396557], [-99.28093113491451, 19.38099903615341], [-99.28052090861898, 19.381065192443007], [-99.28007758368598, 19.38109976684654], [-99.27994572344517, 19.380783650554584], [-99.28007644443312, 19.38043323874833], [-99.28012548666995, 19.380265965915633], [-99.28009216069515, 19.380101079320134], [-99.2801248609626, 19.379899940289675], [-99.28017379752858, 19.379782374915322], [-99.28022276470799, 19.379515687528894], [-99.28018955082932, 19.379416324047423], [-99.27991058243789, 19.379333154784046], [-99.27972962389931, 19.379150419783187], [-99.27941707304096, 19.378750982051923], [-99.2791373971529, 19.378419276034837], [-99.27892365175975, 19.37821851509912], [-99.27872611677505, 19.377918314408163], [-99.27862705722099, 19.377568255379188], [-99.27851088587741, 19.376786672409903], [-99.27847713232188, 19.376368730535745], [-99.2785096956805, 19.37608625262191], [-99.27863966796028, 19.37535174061128], [-99.27862286679468, 19.375103229605735], [-99.27857296128228, 19.374818618473224], [-99.27856927285828, 19.374721468846538], [-99.27842171262168, 19.374407634596782], [-99.2782537264268, 19.37417743017475], [-99.27820324860012, 19.37406001724216], [-99.27827708756769, 19.373915301131795], [-99.27831845048814, 19.37371188960533], [-99.27826873772925, 19.37354024930648], [-99.27712462988201, 19.373546514012368], [-99.27702285389203, 19.37338850918344], [-99.27702252934768, 19.37319645850508], [-99.2770639425736, 19.37285296276611], [-99.27702158628182, 19.37263838180472], [-99.27697876501847, 19.37231760852248], [-99.27689386697743, 19.37206016316409], [-99.27683033729518, 19.37182527951374], [-99.27674555035753, 19.371633357252474], [-99.27701920012693, 19.371226244250437], [-99.27767158255826, 19.370389262454427], [-99.27821883941202, 19.369724155434007], [-99.27838695464979, 19.369360130747786], [-99.27836527079437, 19.369039325365332], [-99.27832237507663, 19.36867562329992], [-99.27838528214747, 19.368375023369296], [-99.27851126350451, 19.368096921178914], [-99.27869210174983, 19.367600655052076], [-99.27901512734815, 19.366726936937948], [-99.27994409229017, 19.367059634724953], [-99.2802283247126, 19.367170813065588], [-99.28052156618133, 19.367260196201748], [-99.28070200160381, 19.36736710524437], [-99.28090993535191, 19.36751753341224], [-99.28107801263131, 19.36763611978405], [-99.28158558857847, 19.367997656900737], [-99.28178135555233, 19.368159671127742], [-99.2819006155026, 19.368295594297372], [-99.28244289306443, 19.36757309297418], [-99.28256478155144, 19.36735554700906], [-99.28260115644089, 19.367245411296082], [-99.28268486808395, 19.36620332426348], [-99.28275127351765, 19.365727837791887], [-99.282854382838, 19.365333543234144], [-99.2830003123264, 19.3649782249407], [-99.2831891297133, 19.364646066722273], [-99.28343886870348, 19.364303691234465], [-99.28365217302155, 19.364036656276227], [-99.28514326742794, 19.36456764203963], [-99.28543816829085, 19.36610404165642], [-99.28565428825733, 19.365923400454815], [-99.28596005278901, 19.36576765264512], [-99.28621837136414, 19.365596976339074], [-99.28660052668425, 19.365347115216395], [-99.2868929169202, 19.36505871340647], [-99.2870166596185, 19.36492575447922], [-99.28721006073033, 19.365149584530673], [-99.28736528704499, 19.36526908914898], [-99.28749520257281, 19.365344168101768], [-99.28767927481599, 19.365460282938017], [-99.287740740087, 19.36554233852155], [-99.28751790930909, 19.365967010763903], [-99.28752886621231, 19.366025105889264], [-99.28779663735843, 19.366629485816116], [-99.28941281552599, 19.36647192691918], [-99.290295818453, 19.366380143928886], [-99.29033920164257, 19.366412971972437], [-99.29087586745543, 19.366362769390708], [-99.29210045848929, 19.366023883068852], [-99.29206642064233, 19.366319741606333], [-99.29205800809868, 19.366514969420276], [-99.29213514020572, 19.36731892976225], [-99.29216446758338, 19.36758585631478], [-99.29216480283593, 19.367774020660036], [-99.2926449462207, 19.368170185063335], [-99.29342868503174, 19.368901247920533], [-99.2938823928764, 19.369313990535346]]]}";CUAJIMALPA;CUAJIMALPA;1.83699252373691;-99.285319;19.373122;0.7805487569444443;0.025956363935322878;[1.022682, 0.991358, 0.954031, 0.925948, 0.897432, 0.876397, 0.864605, 0.843317, 0.817816, 0.772812, 0.755819, 0.711337, 0.690206, 0.673383, 0.66767, 0.667023, 0.64387, 0.585534, 0.524884, 0.48927, 0.476843, 0.478963, 0.479547, 0.476289, 0.474942, 0.506621, 0.535684, 0.50534, 0.450533, 0.43663, 0.545547, 0.602524, 0.69668, 0.740821, 0.794758, 0.834929, 0.841111, 0.846066, 0.87614, 0.90023, 0.910362, 0.9369, 0.956677, 1.007535, 1.02449, 1.055925, 1.079088, 1.101683, 1.123781, 1.098057, 1.057183, 1.038304, 1.023583, 1.002219, 0.988302, 0.959795, 0.951772, 0.958195, 0.950744, 0.93207, 0.920084, 0.916923, 0.905534, 0.884521, 0.834238, 0.807593, 0.785931, 0.728894, 0.716248, 0.705669, 0.701102, 0.70032, 0.706908, 0.707291, 0.694619, 0.683453, 0.683046, 0.799567, 0.806137, 0.802001, 0.791597, 0.7931, 0.79456, 0.802201, 0.808606, 0.817912, 0.791943, 0.73858, 0.703927, 0.702256, 0.719086, 0.741466, 0.752213, 0.757412, 0.773886, 0.811894, 0.717709, 0.68869, 0.66123, 0.640077, 0.613436, 0.59222, 0.528234, 0.501695, 0.482183, 0.523406, 0.540358, 0.550231, 0.656223, 0.704808, 0.744356, 0.779333, 0.81168, 0.845085, 0.871735, 0.810685, 0.645162, 0.66859, 0.691837, 0.716532, 0.753964, 0.793659, 0.811745, 0.795301, 0.788963, 0.786585, 0.782784, 0.777346, 0.724834, 0.719548, 0.673958, 0.787542, 0.858078, 0.858744, 0.903446, 1.025434, 1.002265, 0.988463, 0.944668, 0.931905, 0.921516, 0.945971, 0.99115, 1.022682]
